K,Kellogg looks to reorganize in Europe,"Mon, May 13, 8:57 AM"
SLF,Sun Life may buy back up to 3.03% of its common shares,"Mon, May 13, 8:57 AM"
NERV,"Minerva down 11% premarket on ""successful"" study of seltorexant in MDD","Mon, May 13, 8:57 AM"
JEC,Jacobs launches tender offer to acquire KeyW Holding for $11.25 per share in cash,"Mon, May 13, 8:57 AM"
CHTR,Details on Charter's originals ambitions,"Mon, May 13, 8:54 AM"
,Futures plumb news lows as trade war heats further,"Mon, May 13, 8:53 AM"
DISCA,Discovery adds Golf Digest to its golf media business,"Mon, May 13, 8:50 AM"
TBLT,ToughBuilt Industries reports Q1 results,"Mon, May 13, 8:49 AM"
NESR,"National Energy Services Reunited beats by $0.01, beats on revenue","Mon, May 13, 8:49 AM"
ARTH,Arch Therapeutics prices $2.8M registered direct offering,"Mon, May 13, 8:48 AM"
,Auto sector skids after China tariff shot,"Mon, May 13, 8:45 AM"
CMD,New finance and operating chief at Cantel,"Mon, May 13, 8:42 AM"
SK,"Slack's prelim. Q1: $149.7M billings, $39.4M loss","Mon, May 13, 8:40 AM"
VCBD,Vitalibis reports Q1 results,"Mon, May 13, 8:34 AM"
YINN,China retaliates against U.S. on increased tariffs,"Mon, May 13, 8:33 AM"
EAST,"Eastside Distilling misses by $0.14, beats on revenue","Mon, May 13, 8:33 AM"
DE,Baird rethinks bullish outlook for Deere and Titan Machinary,"Mon, May 13, 8:33 AM"
TROV,Trovagene up 8% on capital raise,"Mon, May 13, 8:32 AM"
BBBY,Bed Bath & Beyond CEO steps down,"Mon, May 13, 8:26 AM"
BA,China could cut Boeing orders - Global Times,"Mon, May 13, 8:24 AM"
DELAF,Firm Capital American Realty Partners reports Q1 results,"Mon, May 13, 8:23 AM"
INSY,INSYS down 49% premarket on potential bankruptcy,"Mon, May 13, 8:22 AM"
MRMD,MariMed reports Q1 results,"Mon, May 13, 8:22 AM"
,WestJet to be taken private by Onex,"Mon, May 13, 8:20 AM"
SHLX,"Shell Midstream in $800M deal for Colonial, Explorer pipeline stakes","Mon, May 13, 8:16 AM"
NVDA,Nvidia's PT boosted on potential gaming upside,"Mon, May 13, 8:16 AM"
,Amazon to fund ex-employee private delivery startups,"Mon, May 13, 8:14 AM"
CWCO,"Consolidated Water EPS in-line, beats on revenue","Mon, May 13, 8:10 AM"
CHEK,Check-Cap beats by $0.03,"Mon, May 13, 8:08 AM"
SHOP,Shopify -3.6% after downgrade on valuation,"Mon, May 13, 8:06 AM"
SLNO,Soleno Therapeutics beats by $0.07,"Mon, May 13, 8:06 AM"
XBIO,Xenetic Biosciences reports Q1 results,"Mon, May 13, 8:05 AM"
SPVEF,Atlantic Gold Corporation EPS in-line,"Mon, May 13, 8:05 AM"
KBH,Barclays turns bull on KB Home as housing fundamentals stabilize,"Mon, May 13, 8:04 AM"
NTGN,Neon Therapeutics beats by $0.02,"Mon, May 13, 8:03 AM"
RNN,Rexahn Pharmaceuticals beats by $0.39,"Mon, May 13, 8:03 AM"
TNXP,Tonix Pharmaceuticals misses by $0.09,"Mon, May 13, 8:02 AM"
CGC,Alliance Global likes Canopy Growth in premarket analyst action,"Mon, May 13, 8:01 AM"
,On the hour,"Mon, May 13, 8:00 AM"
GOGO,Hot-handed Gogo wins another sell-side fan,"Mon, May 13, 7:59 AM"
AMBR,E2open takes Amber Road private for $425M,"Mon, May 13, 7:58 AM"
CELG,Celgene's Pomalyst nabs accelerated review status in U.S. for Kaposi's sarcoma,"Mon, May 13, 7:57 AM"
GLOG,GasLog to offer additional senior notes due 2022,"Mon, May 13, 7:55 AM"
GTYH,GTY Technology Holdings reports Q1 results,"Mon, May 13, 7:53 AM"
ALEAF,Aleafia Health reports Q1 results,"Mon, May 13, 7:53 AM"
LEAT,Leatt reports Q1 results,"Mon, May 13, 7:48 AM"
EXEL,Daiichi Sankyo launches MINNEBRO tablets in Japan,"Mon, May 13, 7:47 AM"
QCOM,"Qualcomm, HMD sign wireless device agreement","Mon, May 13, 7:47 AM"
NNA,Navios Maritime Acquisition swings to profit in Q1,"Mon, May 13, 7:46 AM"
ABBV,FDA finalizes guidance on interchangeable biosimilars,"Mon, May 13, 7:43 AM"
JMIA,Jumia -6% after first post-IPO earnings,"Mon, May 13, 7:41 AM"
KHC,Kraft Heinz confirms accounting delay,"Mon, May 13, 7:39 AM"
PRBZF,Premium Brands declares CAD 0.525 dividend,"Mon, May 13, 7:39 AM"
SESN,Sesen Bio beats Q1 EPS consensus,"Mon, May 13, 7:38 AM"
ATXI,Avenue Therapeutics misses by $0.39,"Mon, May 13, 7:35 AM"
SACH,Sachem Capital reports Q1 results,"Mon, May 13, 7:35 AM"
BUD,European Commission fines Anheuser-Busch InBev,"Mon, May 13, 7:34 AM"
PRBZF,"Premium Brands beats by $0.11, beats on revenue","Mon, May 13, 7:34 AM"
YINN,Trump warns China not to retaliate on tariffs,"Mon, May 13, 7:29 AM"
,Navios Maritime Acquisition declares $0.30 dividend,"Mon, May 13, 7:28 AM"
COUP,BofAML out bullish on Coupa,"Mon, May 13, 7:27 AM"
NNA,"Navios Maritime Acquisition beats by $0.91, beats on revenue","Mon, May 13, 7:26 AM"
SBUX,Bodum fires legal shot at Starbucks,"Mon, May 13, 7:24 AM"
TXRH,Baird sees upside on Texas Roadhouse,"Mon, May 13, 7:19 AM"
CUB,Cubic bull strengthens position,"Mon, May 13, 7:18 AM"
MHIVF,Invesque declares $0.0614 dividend,"Mon, May 13, 7:18 AM"
LLY,FDA OK's Lilly's CYRAMZA for liver cancer,"Mon, May 13, 7:17 AM"
NOPMF,"Neo Performance Materials beats by $0.10, misses on revenue","Mon, May 13, 7:13 AM"
PLTX,Peloton Therapeutics prices IPO,"Mon, May 13, 7:12 AM"
MBXBF,Microbix Biosystems reports Q2 results,"Mon, May 13, 7:12 AM"
GDLLF,"Geodrill beats by $0.01, misses on revenue","Mon, May 13, 7:12 AM"
DNGDF,Dynacor Gold Mines reports Q1 results,"Mon, May 13, 7:11 AM"
TRIL,Trillium Therapeutics reports Q1 results,"Mon, May 13, 7:11 AM"
,Three breakfast reads,"Mon, May 13, 7:10 AM"
AVRO,AVROBIO EPS in-line,"Mon, May 13, 7:10 AM"
IDYA,IDEAYA Bio prices IPO,"Mon, May 13, 7:10 AM"
ESVIF,"Ensign Energy Services beats by $0.11, beats on revenue","Mon, May 13, 7:10 AM"
FONR,Fonar reports Q3 results,"Mon, May 13, 7:09 AM"
ARCT,"Arcturus Therapeutics misses by $0.10, beats on revenue","Mon, May 13, 7:09 AM"
CVGI,Commercial Vehicle Group lands new contracts,"Mon, May 13, 7:08 AM"
CPLP,Capital Product Partners EPS of -$0.10,"Mon, May 13, 7:08 AM"
BCYC,Bicycle Therapeutics prices IPO,"Mon, May 13, 7:08 AM"
BA,Big certification changes coming to aviation industry?,"Mon, May 13, 7:08 AM"
ASPCF,"Acerus Pharmaceuticals misses by $0.01, misses on revenue","Mon, May 13, 7:07 AM"
BYND,New funding round values Impossible Foods at $2B,"Mon, May 13, 7:05 AM"
UMRX,"Unum Therapeutics misses by $0.04, misses on revenue","Mon, May 13, 7:05 AM"
TEVA,Teva down 8% premarket after 60 Minutes piece on alleged price fixing,"Mon, May 13, 7:04 AM"
HPJ,Highpower International reports Q1 results,"Mon, May 13, 7:03 AM"
PRTH,"Priority Technology Holdings misses by $0.04, beats on revenue","Mon, May 13, 7:02 AM"
SESN,Sesen Bio beats by $0.03,"Mon, May 13, 7:02 AM"
MYO,"Myomo beats by $0.02, beats on revenue","Mon, May 13, 7:00 AM"
,On the hour,"Mon, May 13, 7:00 AM"
CELP,Cypress Energy Partners reports Q1 results,"Mon, May 13, 6:59 AM"
WMT,Major retailers exploring CBD product lines,"Mon, May 13, 6:52 AM"
,Crown Crafts declares $0.08 dividend,"Mon, May 13, 6:52 AM"
,Stephens has a new best idea,"Mon, May 13, 6:52 AM"
JMIA,Jumia Technologies AG reports Q1 results,"Mon, May 13, 6:52 AM"
NVS,Novartis vows to fight Sandoz price-fixing claims,"Mon, May 13, 6:47 AM"
LBTSF,"Almirall, S.A. reports Q1 results","Mon, May 13, 6:39 AM"
GRVY,Gravity reports Q1 results,"Mon, May 13, 6:35 AM"
DRIO,"DarioHealth misses by $0.02, misses on revenue","Mon, May 13, 6:33 AM"
,EU sees possible extension to U.S. car tariff deadline,"Mon, May 13, 6:21 AM"
AJG,Arthur J. Gallagher acquires Verbag Versicherungsberatungs AG,"Mon, May 13, 6:19 AM"
KBR,KBR selected as preferred bidder for Freeport LNG Train 4 EPC project,"Mon, May 13, 6:17 AM"
CPRX,Catalyst Pharma +4% on Q1 beat,"Mon, May 13, 6:14 AM"
MCIG,MCIG names Victor Nuyen as COO,"Mon, May 13, 6:14 AM"
AEYE,AudioEye appoints Sach Barot as CFO,"Mon, May 13, 6:08 AM"
PRLX,Parallax Health Sciences reports Q1 results,"Mon, May 13, 6:06 AM"
BRN,Barnwell reports Q1 results,"Mon, May 13, 6:05 AM"
LONE,"Lonestar misses by $0.04, misses on revenue","Mon, May 13, 6:05 AM"
CPRX,"Catalyst Pharmaceuticals beats by $0.07, beats on revenue","Mon, May 13, 6:04 AM"
XNET,Xunlei reports Q1 results,"Mon, May 13, 6:03 AM"
ENAKF,E.ON SE reports Q1 results,"Mon, May 13, 6:02 AM"
,US-China trade uncertainty weigh on global markets,"Mon, May 13, 6:01 AM"
ESALF,Eisai reports FY results,"Mon, May 13, 5:59 AM"
AKTS,"Akoustis Technologies misses by $0.06, misses on revenue","Mon, May 13, 5:47 AM"
SVKBF,Scania AB reports Q1 results,"Mon, May 13, 5:43 AM"
NDAQ,Nasdaq cyber ETF suit goes to trial,"Mon, May 13, 5:12 AM"
CFX,Colfax to sell air and gas unit for over $1.8B,"Mon, May 13, 5:07 AM"
UBER,Uber's IPO flop continues to Day 2,"Mon, May 13, 4:53 AM"
DIA,Dow futures fall another 350 points,"Mon, May 13, 4:31 AM"
NSANY,Nissan opposes Renault's renewed efforts to merge,"Mon, May 13, 4:14 AM"
KRIUF,The Keg Royalties Income Fund declares CAD 0.0946 dividend,"Mon, May 13, 4:02 AM"
SPACE,SpaceX Starlink satellites packed for launch,"Mon, May 13, 3:58 AM"
TGA,Transglobe Energy reports Q1 results,"Mon, May 13, 3:57 AM"
NIU,Niu Technologies beats on revenue,"Mon, May 13, 3:54 AM"
T,'Pikachu' can't unseat No. 1 'Avengers',"Mon, May 13, 3:27 AM"
MO,Big Tobacco supports raising smoking age to 21,"Mon, May 13, 3:09 AM"
EUXTF,Euronext wins clearance to buy Oslo Bors,"Mon, May 13, 2:49 AM"
,Monday's economic calendar,"Mon, May 13, 12:00 AM"
SPY,Trade concerns send futures down about 1%,"Sun, May 12, 7:55 PM"
TTWO,Take-Two Interactive Software Q4 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
HOLI,HollySys Automation Q3 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
TME,Tencent Music Entertainment Q1 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
LM,Legg Mason Q4 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
BILI,Bilibili Q1 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
STE,Steris Q4 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
STNE,StoneCo Q1 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
,Notable earnings after Monday’s close,"Sun, May 12, 5:35 PM"
MIME,Mimecast Q4 2019 Earnings Preview,"Sun, May 12, 5:35 PM"
JMIA,Notable earnings before Monday’s open,"Sun, May 12, 5:30 PM"
JMIA,Jumia Technologies AG Q1 Earnings Preview,"Sun, May 12, 5:30 PM"
INSY,"Insys Therapeutics misses by $0.32, misses on revenue","Sun, May 12, 10:41 AM"
MALJF,Magellan Aerospace reports Q1 results,"Sun, May 12, 10:39 AM"
MHLD,Maiden Holdings reports Q1 results,"Sun, May 12, 10:38 AM"
PAM,Pampa Energia reports Q1 results,"Sun, May 12, 10:31 AM"
,Trump to China: 'Act now’ on trade or face worse terms,"Sun, May 12, 4:52 AM"
QCOM,Big Qualcomm bonuses for Apple settlement,"Sun, May 12, 4:18 AM"
GOOG,India joins EU in Android antitrust probe,"Sun, May 12, 4:08 AM"
PM,Philip Morris suspends IQOS social media campaign,"Sun, May 12, 4:00 AM"
TEVA,"Teva, drugmakers, accused of price-fixing","Sun, May 12, 3:48 AM"
AEMD,Aethlon files for $5M mixed shelf,"Sat, May 11, 8:10 PM"
JAGX,Jaguar Health readies $10M equity offering,"Sat, May 11, 8:09 PM"
GBTC,Bitcoin closes in on $7K,"Sat, May 11, 3:41 PM"
BRS,Bristow Group files for Chapter 11 protection,"Sat, May 11, 3:03 PM"
,Wynn Resorts talks M&A,"Sat, May 11, 10:48 AM"
DDAIF,Chinese interest in Daimler,"Sat, May 11, 10:19 AM"
,Vodafone likely to monetize tower stake to redeem shares - report,"Sat, May 11, 12:17 AM"
FB,Facebook sues South Korean analytics firm over practices,"Fri, May 10, 6:45 PM"
,On the hour,"Fri, May 10, 6:00 PM"
WFT,Weatherford to file for bankruptcy on cash shortfall; shares -12.5%,"Fri, May 10, 5:58 PM"
OCBI,Orange County Bancorp reports Q1 results,"Fri, May 10, 5:57 PM"
WFT,"Weatherford misses by $0.34, revenue in-line","Fri, May 10, 5:50 PM"
NVAX,Novavax adjusts convertible rate after reverse split,"Fri, May 10, 5:46 PM"
EVI,EVI reports Q3 results,"Fri, May 10, 5:45 PM"
TGS,Transportadora de Gas del Sur reports Q1 results,"Fri, May 10, 5:44 PM"
SVVC,Firsthand Technology Value Fund reports Q1 results,"Fri, May 10, 5:37 PM"
,After Hours Gainers / Losers,"Fri, May 10, 5:36 PM"
HUN,Huntsman declares $0.1625 dividend,"Fri, May 10, 5:36 PM"
FTMNF,Lundin Gold reports Q1 results,"Fri, May 10, 5:34 PM"
ZOM,Zomedica Pharmaceuticals reports Q1 results,"Fri, May 10, 5:28 PM"
GS,Goldman closes in on deal for United Capital,"Fri, May 10, 5:14 PM"
GF,New Germany Fund declares $0.3128 dividend,"Fri, May 10, 5:14 PM"
DDEJF,Dundee reports Q1 results,"Fri, May 10, 5:13 PM"
EEA,European Equity Fund declares $0.2906 dividend,"Fri, May 10, 5:07 PM"
,Good news/bad news: A tad on the weak side during a quiet week,"Fri, May 10, 5:07 PM"
,Packaging declares $0.79 dividend,"Fri, May 10, 5:04 PM"
BCLI,BrainStorm Cell Therapeutics misses by $0.13,"Fri, May 10, 5:03 PM"
SYTE,Enterprise Diversified reports Q1 results,"Fri, May 10, 5:03 PM"
,On the hour,"Fri, May 10, 5:00 PM"
FTD,FTD +6.5% as key shareholder plans to approach management,"Fri, May 10, 4:54 PM"
BOMN,"Boston Omaha misses by $0.13, misses on revenue","Fri, May 10, 4:53 PM"
,Vulcan Materials declares $0.31 dividend,"Fri, May 10, 4:51 PM"
HCFT,Hunt Companies misses on revenue,"Fri, May 10, 4:50 PM"
CLM,Cornerstone Strategic Value Fund declares $0.21 dividend,"Fri, May 10, 4:50 PM"
MCC,"Medley Capital EPS in-line, misses on total investment income","Fri, May 10, 4:47 PM"
CRF,Cornerstone Total Return Fund declares $0.1985 dividend,"Fri, May 10, 4:46 PM"
YCBD,cbdMD readies public offering,"Fri, May 10, 4:44 PM"
LONE,Lonestar EPS of -$2.45,"Fri, May 10, 4:41 PM"
QNST,QuinStreet announces acquisition of CloudControlMedia,"Fri, May 10, 4:41 PM"
AVP,Avon -2.5% as Natura denies report of $2.1B acquisition loan,"Fri, May 10, 4:37 PM"
SODI,Solitron Devices reports Q4 results,"Fri, May 10, 4:37 PM"
,"Stocks perk up for a Friday gain, lose for the week","Fri, May 10, 4:36 PM"
,Manpower declares $1.09 dividend,"Fri, May 10, 4:36 PM"
CRIUF,Crius Energy reports Q1 results,"Fri, May 10, 4:34 PM"
CBPO,"China Biologic Products beats by $0.13, beats on revenue","Fri, May 10, 4:32 PM"
SIF,SIFCO reports Q2 results,"Fri, May 10, 4:32 PM"
WVE,Wave Life Sciences files for $250M mixed shelf,"Fri, May 10, 4:31 PM"
,Weekly ETF Gainers / Losers (05/10/19),"Fri, May 10, 4:30 PM"
TSN,Tyson Foods declares $0.375 dividend,"Fri, May 10, 4:30 PM"
RICK,RCI Hospitality to delay March ending quarterly filing,"Fri, May 10, 4:29 PM"
ARA,American Renal late with latest financial statements,"Fri, May 10, 4:29 PM"
,Royal Caribbean Cruises declares $0.70 dividend,"Fri, May 10, 4:29 PM"
,CNO Financial declares $0.11 dividend,"Fri, May 10, 4:28 PM"
UNIR,Uniroyal Global Engineered Products reports Q1 results,"Fri, May 10, 4:25 PM"
MDP,Meredith to delay quarterly filing on Time integration work,"Fri, May 10, 4:22 PM"
NIHD,NII Holdings reports Q1 results,"Fri, May 10, 4:20 PM"
FF,FutureFuel reports Q1 results,"Fri, May 10, 4:20 PM"
ABEO,Abeona Therapeutics misses by $0.09,"Fri, May 10, 4:19 PM"
AMID,American Midstream Partners reports Q1 results,"Fri, May 10, 4:19 PM"
NLSN,Nielsen cuts sale price to keep Advent at table - report,"Fri, May 10, 4:15 PM"
CINR,Ciner Resources declares $0.34 dividend,"Fri, May 10, 4:14 PM"
CINR,"Ciner Resources beats by $0.05, misses on revenue","Fri, May 10, 4:13 PM"
MRQRF,Monarch Gold Corporation reports Q3 results,"Fri, May 10, 4:11 PM"
HEES,H&E declares $0.275 dividend,"Fri, May 10, 4:11 PM"
UBER,Uber closes -7.6% on first day trading,"Fri, May 10, 4:10 PM"
YMAB,Y-mAbs Therapeutics misses by $0.05,"Fri, May 10, 4:09 PM"
ALB,Greenbushes lithium mine receives expansion approval,"Fri, May 10, 4:09 PM"
UBNT,Ubiquiti closes down 11% as tariff worries weigh on Q3 beat,"Fri, May 10, 4:06 PM"
TVPT,"Travelport Worldwide beats by $0.10, misses on revenue","Fri, May 10, 4:05 PM"
,Averages close on a flat note,"Fri, May 10, 4:00 PM"
BRK.B,`Ponzi-like' solar power company bilked Berkshire out of $340M,"Fri, May 10, 4:00 PM"
VALE,"Vale hopes to restore lost output within two to three years, says CFO","Fri, May 10, 3:57 PM"
,Stocks pull into the green as Trump tweets more on trade,"Fri, May 10, 3:45 PM"
MKGAY,Merck KGaA's evobrutinib shows durable effect in mid-stage MS study,"Fri, May 10, 3:35 PM"
,Andersons declares $0.17 dividend,"Fri, May 10, 3:32 PM"
LSDAF,Lassonde Industries declares CAD 0.595 dividend,"Fri, May 10, 3:31 PM"
,Microcaps dominate tech movers,"Fri, May 10, 3:02 PM"
,On the hour,"Fri, May 10, 3:00 PM"
MMM,3M insider buys the dip,"Fri, May 10, 2:57 PM"
HLTH,Nobilis Health chief makes quick exit,"Fri, May 10, 2:53 PM"
MOJO,Mojo Organics reports Q1 results,"Fri, May 10, 2:36 PM"
MDP,Meredith -7.9% as it cuts EBITDA forecast in Q3 beat,"Fri, May 10, 2:22 PM"
,State Auto Financial declares $0.10 dividend,"Fri, May 10, 2:10 PM"
TRCK,Track Group reports Q2 results,"Fri, May 10, 2:08 PM"
SALM,"Salem Media beats by $0.09, misses on revenue","Fri, May 10, 2:07 PM"
,S&P 500 and Dow erase losses,"Fri, May 10, 2:00 PM"
,On the hour,"Fri, May 10, 2:00 PM"
,Buckeye Partners and Calumet Specialty Products Partners among Energy/Materials gainers;  Halcon Resources and Hecla Mining among losers,"Fri, May 10, 2:00 PM"
CVU,CPI Aerostructures +4% post Q1 earnings beats,"Fri, May 10, 1:57 PM"
BBBY,Bed Bath & Beyond responds to lawsuit,"Fri, May 10, 1:55 PM"
,"NY Fed increases Q2 GDP estimate, Atlanta Fed trims","Fri, May 10, 1:54 PM"
,Nutrien declares $0.43 dividend,"Fri, May 10, 1:50 PM"
SSP,Scripps -8.8% as Q1 loss worse than expected,"Fri, May 10, 1:50 PM"
NASB,NASB Financial reports Q2 results,"Fri, May 10, 1:49 PM"
CNIG,Corning Natural Gas Holding Corporation reports Q2 results,"Fri, May 10, 1:49 PM"
IPCI,FDA OKs Intellipharmaceutics' generic desvenlafaxine; shares up 4%,"Fri, May 10, 1:43 PM"
,SEC approves Silicon Valley-based stock exchange,"Fri, May 10, 1:41 PM"
,Barron's names 7 dividend picks,"Fri, May 10, 1:34 PM"
JMIA,Citron keeps up pressure on Jumia - shares down another 27%,"Fri, May 10, 1:29 PM"
,Equinor extends Oseberg field shutdown,"Fri, May 10, 1:16 PM"
LVMHF,LVMH to create new brand with Rihanna,"Fri, May 10, 1:16 PM"
HNLMF,Hinterland Metals reports FY results,"Fri, May 10, 1:15 PM"
USO,"U.S. drilling rig count falls by 2, all in oil","Fri, May 10, 1:14 PM"
TGAFF,Taiga Building Products reports Q1 results,"Fri, May 10, 1:11 PM"
AP,Ampco-Pittsburgh +10% post Q1 results,"Fri, May 10, 1:07 PM"
TLSNY,Telia's $1B Bonnier bid gets full probe from EU regulator,"Fri, May 10, 1:07 PM"
,Fanhua among financial gainers; Ambac Financial Group leads losers,"Fri, May 10, 1:06 PM"
LSDAF,Lassonde Industries reports Q1 results,"Fri, May 10, 1:04 PM"
,Hydrogenics and U.S. Concrete among industrial gainers; Aqua Metals and LightPath Technologies among losers,"Fri, May 10, 1:02 PM"
,On the hour,"Fri, May 10, 1:00 PM"
,Traders price in a Fed rate cut,"Fri, May 10, 12:58 PM"
GRUB,GrubHub -3.8% as Uber goes public,"Fri, May 10, 12:54 PM"
,Chico's FAS +9% as it says to review unsolicited proposal from Sycamore Partners,"Fri, May 10, 12:51 PM"
MAXR,MDA wins Canada deal for search and rescue repeaters,"Fri, May 10, 12:49 PM"
,"BPL, GH, PBYI and JMIA among notable midday movers","Fri, May 10, 12:45 PM"
TU,"Telus returns 13 to board, approves management proposals","Fri, May 10, 12:44 PM"
KMLGF,Kinder Morgan Canada to continue as stand-alone public company,"Fri, May 10, 12:41 PM"
ALRM,Tariffs weight on Alarm.com results - Stifel,"Fri, May 10, 12:39 PM"
,Stocks bounce from morning lows,"Fri, May 10, 12:37 PM"
TYEKF,Thyssenkrupp abandons plans to merge with Tata Steel,"Fri, May 10, 12:29 PM"
BLK,BlackRock wraps up $1.3B eFront purchase,"Fri, May 10, 12:18 PM"
,Retransmission fees carry Tribune Media to Q1 beat,"Fri, May 10, 12:10 PM"
TEVA,Teva launches generic Delzicol in U.S.,"Fri, May 10, 12:09 PM"
GOLD,Acacia Mining hits back at Barrick in Tanzania tax evasion row,"Fri, May 10, 12:05 PM"
TROW,T. Rowe Price April AUM rises 3.0% M/M,"Fri, May 10, 12:05 PM"
,L.B. Foster rallies 11.3% post Q1 results,"Fri, May 10, 12:05 PM"
ROAD,Construction Partners up 8% on Q2 results beats,"Fri, May 10, 12:01 PM"
,Westport Fuel Systems leads consumer gainers; JAKKS Pacific and Iconix Brand Group among losers,"Fri, May 10, 12:00 PM"
,On the hour,"Fri, May 10, 12:00 PM"
UBER,Uber opens below IPO price,"Fri, May 10, 11:57 AM"
CG,Carlyle in JV to refinance Ritz Plaza apartment building,"Fri, May 10, 11:57 AM"
XNCR,Xencor up 5% on Q1 beat,"Fri, May 10, 11:50 AM"
JAG,More on Jagged Peak Energy Q1 earnings,"Fri, May 10, 11:49 AM"
,Radiant Logistics slides 7.2% post Q3 results,"Fri, May 10, 11:40 AM"
WPRT,Westport Fuel soars after tailwinds pick up,"Fri, May 10, 11:39 AM"
HYG,Junk bond issuance hits 20-month high - Bloomberg,"Fri, May 10, 11:38 AM"
AMZN,Amazon speaking with striking workers in Poland,"Fri, May 10, 11:32 AM"
